dataset_name,suite_name,traj_name,config_name,scheduler_kind,num_steps,cfg_weight,tts_budget,tts_topk,tts_verifier,latency_ms,latency_std_ms,mse_vs_baseline,verifier_score_mean,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
go_stanford,medium,sim2hF_0_0,ddim2_cfg1.0_tts16,ddim,2,1.0,16,4,heuristic,26.37443699995856,0.8018725995522615,0.2205585092306137,10.44094181060791,0.2623087465763092,9.0460844039917,10.327859878540039,10.287134170532227,0.6827630996704102,0.04559384286403656
go_stanford,medium,sim2hF_0_0,ddim2_cfg1.0_tts32,ddim,2,1.0,32,4,heuristic,51.503376000027856,1.987102323882548,0.2983008027076721,10.796485900878906,0.13206258416175842,9.201510429382324,10.50766658782959,10.501259803771973,0.2805255949497223,0.04182212054729462
go_stanford,medium,sim2hF_0_0,ddim2_cfg2.0_tts0,ddim,2,2.0,0,0,heuristic,13.24346166666146,0.4434113811621509,0.034199025481939316,9.472697257995605,0.5060942769050598,8.47719669342041,9.669022560119629,9.539237976074219,1.303128957748413,0.0652979239821434
go_stanford,medium,sim2hF_0_0,ddim2_cfg2.0_tts8,ddim,2,2.0,8,4,heuristic,13.220075666671013,0.12236058405954164,0.2687026858329773,10.47308349609375,0.21308602392673492,9.185378074645996,10.469069480895996,10.402803421020508,0.9200621247291565,0.04408327117562294
go_stanford,medium,sim2hF_0_0,ddim2_cfg2.0_tts16,ddim,2,2.0,16,4,heuristic,25.454240333336504,0.5166310323143228,0.2534618377685547,10.677708625793457,0.14744845032691956,9.121415138244629,10.414844512939453,10.404191017150879,0.3426297605037689,0.04135943576693535
go_stanford,medium,sim2hF_0_0,ddim2_cfg2.0_tts32,ddim,2,2.0,32,4,heuristic,51.074746333332165,0.7616039747441582,0.3838675320148468,10.939266204833984,0.13506343960762024,9.370633125305176,10.70034408569336,10.6888427734375,0.4112292230129242,0.035439494997262955
go_stanford,medium,no14vc_16_1,ddpm10_cfg0.0_tts0,ddpm,10,0.0,0,0,heuristic,33.97835566662858,1.2597128406779814,0.0,9.031556129455566,0.5225912928581238,8.116127967834473,9.2301607131958,9.083595275878906,1.2564817667007446,0.07015541940927505
go_stanford,medium,no14vc_16_1,ddim10_cfg0.0_tts0,ddim,10,0.0,0,0,heuristic,32.75710266662676,1.1794563255057706,0.00721649918705225,8.903182983398438,0.6666262149810791,8.485848426818848,9.546395301818848,9.217040061950684,1.984472632408142,0.08738747239112854
go_stanford,medium,no14vc_16_1,ddim10_cfg0.0_tts8,ddim,10,0.0,8,4,heuristic,32.075816000012004,0.5840234749213269,0.029511410742998123,9.426362037658691,0.3798045516014099,8.33669376373291,9.4841947555542,9.409079551696777,1.0604099035263062,0.06544587761163712
go_stanford,medium,no14vc_16_1,ddim10_cfg0.0_tts16,ddim,10,0.0,16,4,heuristic,64.3198203333668,0.0743079537105293,0.12640821933746338,9.940261840820312,0.403399258852005,8.756685256958008,9.987886428833008,9.902813911437988,1.0038094520568848,0.07028023153543472
go_stanford,medium,no14vc_16_1,ddim10_cfg0.0_tts32,ddim,10,0.0,32,4,heuristic,126.57784333331772,0.46010845760376773,0.2410016655921936,10.530972480773926,0.1284472793340683,8.988020896911621,10.275282859802246,10.265776634216309,0.36910828948020935,0.03831102326512337
go_stanford,medium,no14vc_16_1,ddim10_cfg0.5_tts0,ddim,10,0.5,0,0,heuristic,61.32748866662041,0.8287926197688469,0.03552628308534622,8.988505363464355,0.6568186283111572,8.29216194152832,9.397823333740234,9.156390190124512,1.5791635513305664,0.07828374952077866
