experiment,model_name,config_name,scheduler,num_steps,cfg_weight,tts_budget,dataset_name,suite_name,traj_name,latency_ms,dist_pred_mean,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,sim12hF_1_4,5.219619666756141,7.355297565460205,0.5419268012046814,8.151275634765625,9.12226390838623,8.781878471374512,2.1005122661590576,0.11321169137954712
encoder_x_cfg,efficientnet_b0,ddim2_cfg0_tts0,ddim,2,0.0,0,go_stanford,medium,sim2hF_0_11,5.372114333264714,6.697145462036133,0.7961447834968567,7.818146228790283,8.713982582092285,8.215341567993164,2.4679079055786133,0.12916569411754608
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,no4vcF_86_0,9.71315766673797,6.741989612579346,0.4950178861618042,8.029057502746582,8.928959846496582,8.454203605651855,2.560757637023926,0.13845552504062653
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,no5vcF_119_0,9.655807333274424,6.204920291900635,0.48991939425468445,7.422590732574463,8.371223449707031,8.148235321044922,1.5516963005065918,0.09947947412729263
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,no5vcF_64_2,9.804864333394411,6.724134922027588,0.586064875125885,8.258162498474121,9.12775707244873,8.619032859802246,2.8190815448760986,0.14470314979553223
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,sim2hF_0_13,10.130181666833474,8.347677230834961,0.5014646053314209,8.302016258239746,9.059699058532715,8.25137996673584,3.4976348876953125,0.15765857696533203
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,sim12hF_1_4,9.75770399979107,7.8149895668029785,0.3757375478744507,8.434550285339355,9.157240867614746,8.380511283874512,3.563457727432251,0.15966501832008362
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,short,sim2hF_0_11,10.684406333590838,6.542974472045898,0.4912375807762146,7.699243545532227,8.621155738830566,8.249725341796875,2.3555915355682373,0.11374446004629135
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,no4vcF_86_0,9.843750666580794,5.022684097290039,0.6352618336677551,7.500669002532959,8.367773056030273,7.900905609130859,2.5084404945373535,0.12601850926876068
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,no5vcF_119_0,10.218508000131502,6.843746185302734,0.43581846356391907,8.481339454650879,9.230202674865723,8.403410911560059,3.6420910358428955,0.16662204265594482
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,no5vcF_64_2,10.607526666566022,6.397066116333008,0.446568101644516,8.236810684204102,9.068058967590332,8.486272811889648,2.991718292236328,0.14290359616279602
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,sim2hF_0_13,10.363130000011248,8.128021240234375,0.5695202350616455,7.907446384429932,8.636226654052734,7.90217924118042,3.2684662342071533,0.15760524570941925
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,sim12hF_1_4,9.718970333475832,7.355297565460205,0.48127222061157227,8.148984909057617,9.096450805664062,8.720789909362793,2.276916742324829,0.1154240146279335
encoder_x_cfg,efficientnet_b0,ddim2_cfg1p0_tts0,ddim,2,1.0,0,go_stanford,medium,sim2hF_0_11,10.469155000009778,6.697145462036133,0.6617169380187988,7.996105194091797,8.875118255615234,8.387802124023438,2.6184234619140625,0.12814496457576752
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,no4vcF_86_0,9.850551999988966,6.741989612579346,0.39854156970977783,8.42908000946045,9.3101224899292,8.705207824707031,3.1470019817352295,0.14435948431491852
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,no5vcF_119_0,9.83516233342622,6.204920291900635,0.41943028569221497,7.3722662925720215,8.27942943572998,8.013260841369629,1.837790846824646,0.10256695002317429
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,no5vcF_64_2,9.776326000064728,6.724134922027588,0.5268064737319946,8.303985595703125,9.13034439086914,8.546615600585938,3.1039702892303467,0.15382416546344757
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,sim2hF_0_13,10.458595666477777,8.347677230834961,0.4343184232711792,8.512350082397461,9.19696044921875,8.183566093444824,4.052431583404541,0.17139971256256104
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,sim12hF_1_4,9.676941666536246,7.8149895668029785,0.2937595248222351,8.82436752319336,9.480724334716797,8.463428497314453,4.2076873779296875,0.17503909766674042
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,short,sim2hF_0_11,10.585585333501513,6.542974472045898,0.43037426471710205,7.753828525543213,8.626727104187012,8.184779167175293,2.6257314682006836,0.12209349870681763
encoder_x_cfg,efficientnet_b0,ddim2_cfg2p0_tts0,ddim,2,2.0,0,go_stanford,medium,no4vcF_86_0,9.853856333241614,5.022684097290039,0.5459005236625671,7.853360652923584,8.69693374633789,8.149029731750488,2.9048759937286377,0.1317703127861023
